Point { x: 655, y: 930 }
Point { x: 813, y: 369 }
Point { x: 337, y: 603 }
Point { x: 123, y: 789 }
Point { x: 468, y: 568 }
Point { x: 789, y: 483 }
Point { x: 789, y: 478 }
Point { x: 115, y: 370 }
Point { x: 551, y: 383 }
Point { x: 437, y: 357 }
Point { x: 863, y: 912 }
Point { x: 681, y: 513 }
Point { x: 290, y: 741 }
Point { x: 863, y: 839 }
Point { x: 854, y: 816 }
Point { x: 863, y: 545 }
Point { x: 863, y: 929 }
Point { x: 403, y: 930 }
Point { x: 470, y: 335 }
Point { x: 392, y: 789 }
Point { x: 863, y: 702 }
Point { x: 544, y: 383 }
Point { x: 749, y: 961 }
Point { x: 863, y: 553 }
Point { x: 542, y: 294 }
Point { x: 542, y: 213 }
Point { x: 604, y: 383 }
Point { x: 798, y: 213 }
Point { x: 770, y: 383 }
Point { x: 461, y: 335 }
Point { x: 536, y: 545 }
Point { x: 245, y: 743 }
Point { x: 863, y: 941 }
Point { x: 468, y: 589 }
Point { x: 789, y: 430 }
Point { x: 789, y: 437 }
Point { x: 468, y: 611 }
Point { x: 468, y: 664 }
Point { x: 267, y: 597 }
Point { x: 845, y: 742 }
Point { x: 527, y: 589 }
Point { x: 863, y: 919 }
Point { x: 215, y: 268 }
Point { x: 863, y: 748 }
Point { x: 290, y: 798 }
Point { x: 438, y: 699 }
Point { x: 527, y: 760 }
Point { x: 468, y: 671 }
Point { x: 693, y: 114 }
Point { x: 429, y: 545 }
Point { x: 789, y: 242 }
Point { x: 508, y: 537 }
Point { x: 434, y: 335 }
Point { x: 437, y: 164 }
Point { x: 213, y: 506 }
Point { x: 808, y: 961 }
Point { x: 584, y: 930 }
Point { x: 402, y: 930 }
Point { x: 639, y: 930 }
Point { x: 863, y: 943 }
Point { x: 194, y: 508 }
Point { x: 468, y: 652 }
Point { x: 527, y: 292 }
Point { x: 863, y: 551 }
Point { x: 392, y: 736 }
Point { x: 789, y: 381 }
Point { x: 302, y: 768 }
Point { x: 468, y: 633 }
Point { x: 508, y: 212 }
Point { x: 242, y: 508 }
Point { x: 468, y: 882 }
Point { x: 696, y: 64 }
Point { x: 250, y: 295 }
Point { x: 133, y: 673 }
Point { x: 437, y: 366 }
Point { x: 542, y: 742 }
Point { x: 624, y: 64 }
Point { x: 164, y: 529 }
Point { x: 328, y: 549 }
Point { x: 774, y: 417 }
Point { x: 301, y: 742 }
Point { x: 468, y: 731 }
Point { x: 278, y: 930 }
Point { x: 755, y: 961 }
Point { x: 558, y: 474 }
Point { x: 605, y: 930 }
Point { x: 789, y: 451 }
Point { x: 789, y: 249 }
Point { x: 770, y: 425 }
Point { x: 594, y: 508 }
Point { x: 653, y: 699 }
Point { x: 672, y: 528 }
Point { x: 879, y: 191 }
Point { x: 624, y: 213 }
Point { x: 438, y: 304 }
Point { x: 578, y: 930 }
Point { x: 440, y: 798 }
Point { x: 532, y: 602 }
Point { x: 789, y: 423 }
Point { x: 392, y: 745 }
Point { x: 546, y: 598 }
Point { x: 192, y: 546 }
Point { x: 406, y: 232 }
Point { x: 296, y: 697 }
Point { x: 629, y: 930 }
Point { x: 710, y: 930 }
Point { x: 789, y: 243 }
Point { x: 536, y: 714 }
Point { x: 594, y: 583 }
Point { x: 113, y: 597 }
Point { x: 711, y: 742 }
Point { x: 468, y: 618 }
Point { x: 468, y: 697 }
Point { x: 152, y: 583 }
Point { x: 542, y: 545 }
Point { x: 863, y: 482 }
Point { x: 709, y: 115 }
Point { x: 508, y: 549 }
Point { x: 789, y: 177 }
Point { x: 596, y: 383 }
Point { x: 963, y: 543 }
Point { x: 640, y: 492 }
Point { x: 244, y: 690 }
Point { x: 430, y: 335 }
Point { x: 542, y: 114 }
Point { x: 410, y: 699 }
Point { x: 323, y: 508 }
Point { x: 635, y: 930 }
Point { x: 410, y: 508 }
Point { x: 440, y: 511 }
Point { x: 656, y: 930 }
Point { x: 532, y: 760 }
Point { x: 113, y: 546 }
Point { x: 392, y: 790 }
Point { x: 674, y: 507 }
Point { x: 320, y: 550 }
Point { x: 624, y: 175 }
Point { x: 925, y: 388 }
Point { x: 713, y: 961 }
Point { x: 438, y: 508 }
Point { x: 618, y: 294 }
Point { x: 242, y: 800 }
Point { x: 126, y: 743 }
Point { x: 695, y: 930 }
Point { x: 863, y: 567 }
Point { x: 813, y: 458 }
Point { x: 328, y: 583 }
Point { x: 356, y: 333 }
Point { x: 70, y: 546 }
Point { x: 439, y: 369 }
Point { x: 532, y: 550 }
Point { x: 610, y: 370 }
Point { x: 863, y: 651 }
Point { x: 587, y: 383 }
Point { x: 468, y: 871 }
Point { x: 468, y: 610 }
Point { x: 363, y: 550 }
Point { x: 530, y: 930 }
Point { x: 863, y: 925 }
Point { x: 550, y: 930 }
Point { x: 717, y: 745 }
Point { x: 440, y: 357 }
Point { x: 623, y: 930 }
Point { x: 353, y: 254 }
Point { x: 789, y: 254 }
Point { x: 721, y: 930 }
Point { x: 320, y: 602 }
Point { x: 239, y: 930 }
Point { x: 468, y: 698 }
Point { x: 235, y: 598 }
Point { x: 440, y: 714 }
Point { x: 351, y: 930 }
Point { x: 643, y: 930 }
Point { x: 557, y: 383 }
Point { x: 813, y: 673 }
Point { x: 925, y: 304 }
Point { x: 878, y: 213 }
Point { x: 454, y: 930 }
Point { x: 552, y: 930 }
Point { x: 770, y: 961 }
Point { x: 440, y: 787 }
Point { x: 466, y: 335 }
Point { x: 863, y: 469 }
Point { x: 789, y: 162 }
Point { x: 696, y: 79 }
Point { x: 613, y: 760 }
Point { x: 813, y: 489 }
Point { x: 593, y: 947 }
Point { x: 290, y: 699 }
Point { x: 521, y: 383 }
Point { x: 536, y: 602 }
Point { x: 468, y: 369 }
Point { x: 674, y: 528 }
Point { x: 529, y: 383 }
Point { x: 592, y: 425 }
Point { x: 863, y: 645 }
Point { x: 789, y: 402 }
Point { x: 633, y: 930 }
Point { x: 674, y: 114 }
Point { x: 693, y: 742 }
Point { x: 649, y: 930 }
Point { x: 335, y: 526 }
Point { x: 514, y: 930 }
Point { x: 792, y: 961 }
Point { x: 928, y: 816 }
Point { x: 440, y: 366 }
Point { x: 414, y: 425 }
Point { x: 854, y: 798 }
Point { x: 468, y: 607 }
Point { x: 527, y: 545 }
Point { x: 113, y: 673 }
Point { x: 696, y: 148 }
Point { x: 741, y: 294 }
Point { x: 863, y: 869 }
Point { x: 542, y: 417 }
Point { x: 468, y: 838 }
Point { x: 733, y: 961 }
Point { x: 389, y: 602 }
Point { x: 389, y: 425 }
Point { x: 532, y: 714 }
Point { x: 468, y: 639 }
Point { x: 863, y: 590 }
Point { x: 531, y: 930 }
Point { x: 350, y: 741 }
Point { x: 440, y: 583 }
Point { x: 816, y: 528 }
Point { x: 138, y: 268 }
Point { x: 672, y: 388 }
Point { x: 323, y: 741 }
Point { x: 115, y: 673 }
Point { x: 338, y: 930 }
Point { x: 440, y: 294 }
Point { x: 636, y: 930 }
Point { x: 245, y: 370 }
Point { x: 468, y: 575 }
Point { x: 517, y: 583 }
Point { x: 262, y: 697 }
Point { x: 709, y: 148 }
Point { x: 138, y: 506 }
Point { x: 133, y: 768 }
Point { x: 789, y: 183 }
Point { x: 963, y: 560 }
Point { x: 515, y: 602 }
Point { x: 558, y: 930 }
Point { x: 468, y: 716 }
Point { x: 683, y: 930 }
Point { x: 785, y: 961 }
Point { x: 255, y: 295 }
Point { x: 328, y: 597 }
Point { x: 527, y: 673 }
Point { x: 459, y: 335 }
Point { x: 789, y: 385 }
Point { x: 414, y: 370 }
Point { x: 285, y: 73 }
Point { x: 468, y: 645 }
Point { x: 79, y: 597 }
Point { x: 877, y: 798 }
Point { x: 520, y: 930 }
Point { x: 438, y: 511 }
Point { x: 863, y: 671 }
Point { x: 136, y: 868 }
Point { x: 679, y: 930 }
Point { x: 514, y: 425 }
Point { x: 567, y: 383 }
Point { x: 709, y: 492 }
Point { x: 618, y: 370 }
Point { x: 863, y: 885 }
Point { x: 613, y: 383 }
Point { x: 468, y: 695 }
Point { x: 435, y: 335 }
Point { x: 234, y: 928 }
Point { x: 561, y: 474 }
Point { x: 468, y: 587 }
Point { x: 532, y: 446 }
Point { x: 610, y: 492 }
Point { x: 468, y: 852 }
Point { x: 164, y: 597 }
Point { x: 484, y: 335 }
Point { x: 758, y: 961 }
Point { x: 863, y: 614 }
Point { x: 335, y: 930 }
Point { x: 437, y: 383 }
Point { x: 152, y: 201 }
Point { x: 756, y: 961 }
Point { x: 468, y: 785 }
Point { x: 724, y: 930 }
Point { x: 789, y: 446 }
Point { x: 771, y: 961 }
Point { x: 298, y: 930 }
Point { x: 438, y: 425 }
Point { x: 468, y: 725 }
Point { x: 546, y: 417 }
Point { x: 69, y: 348 }
Point { x: 624, y: 425 }
Point { x: 736, y: 961 }
Point { x: 789, y: 424 }
Point { x: 429, y: 583 }
Point { x: 617, y: 304 }
Point { x: 196, y: 583 }
Point { x: 285, y: 930 }
Point { x: 789, y: 205 }
Point { x: 468, y: 786 }
Point { x: 863, y: 788 }
Point { x: 650, y: 930 }
Point { x: 709, y: 458 }
Point { x: 328, y: 550 }
Point { x: 405, y: 335 }
Point { x: 418, y: 335 }
Point { x: 853, y: 528 }
Point { x: 863, y: 576 }
Point { x: 778, y: 961 }
Point { x: 863, y: 714 }
Point { x: 527, y: 333 }
Point { x: 245, y: 690 }
Point { x: 681, y: 458 }
Point { x: 126, y: 546 }
Point { x: 863, y: 881 }
Point { x: 271, y: 930 }
Point { x: 194, y: 549 }
Point { x: 192, y: 597 }
Point { x: 350, y: 816 }
Point { x: 583, y: 365 }
Point { x: 863, y: 876 }
Point { x: 436, y: 697 }
Point { x: 468, y: 808 }
Point { x: 221, y: 549 }
Point { x: 594, y: 304 }
Point { x: 789, y: 280 }
Point { x: 425, y: 930 }
Point { x: 618, y: 242 }
Point { x: 468, y: 656 }
Point { x: 863, y: 707 }
Point { x: 693, y: 862 }
Point { x: 438, y: 787 }
Point { x: 444, y: 930 }
Point { x: 693, y: 890 }
Point { x: 672, y: 699 }
Point { x: 153, y: 546 }
Point { x: 692, y: 114 }
Point { x: 255, y: 198 }
Point { x: 863, y: 745 }
Point { x: 613, y: 549 }
Point { x: 153, y: 583 }
Point { x: 126, y: 506 }
Point { x: 863, y: 901 }
Point { x: 707, y: 425 }
Point { x: 786, y: 961 }
Point { x: 196, y: 357 }
Point { x: 468, y: 603 }
Point { x: 345, y: 930 }
Point { x: 963, y: 545 }
Point { x: 244, y: 697 }
Point { x: 735, y: 816 }
Point { x: 532, y: 673 }
Point { x: 789, y: 334 }
Point { x: 672, y: 360 }
Point { x: 417, y: 335 }
Point { x: 325, y: 603 }
Point { x: 251, y: 743 }
Point { x: 582, y: 800 }
Point { x: 196, y: 293 }
Point { x: 443, y: 335 }
Point { x: 618, y: 212 }
Point { x: 468, y: 711 }
Point { x: 901, y: 115 }
Point { x: 594, y: 598 }
Point { x: 854, y: 947 }
Point { x: 879, y: 425 }
Point { x: 673, y: 930 }
Point { x: 79, y: 598 }
Point { x: 302, y: 736 }
Point { x: 192, y: 697 }
Point { x: 789, y: 442 }
Point { x: 391, y: 335 }
Point { x: 436, y: 549 }
Point { x: 613, y: 800 }
Point { x: 963, y: 557 }
Point { x: 611, y: 383 }
Point { x: 468, y: 705 }
Point { x: 863, y: 798 }
Point { x: 461, y: 508 }
Point { x: 385, y: 930 }
Point { x: 711, y: 961 }
Point { x: 789, y: 188 }
Point { x: 126, y: 862 }
Point { x: 468, y: 822 }
Point { x: 558, y: 488 }
Point { x: 234, y: 310 }
Point { x: 532, y: 474 }
Point { x: 789, y: 235 }
Point { x: 186, y: 533 }
Point { x: 592, y: 417 }
Point { x: 735, y: 961 }
Point { x: 925, y: 458 }
Point { x: 251, y: 789 }
Point { x: 693, y: 798 }
Point { x: 382, y: 425 }
Point { x: 546, y: 798 }
Point { x: 712, y: 930 }
Point { x: 560, y: 383 }
Point { x: 438, y: 212 }
Point { x: 536, y: 508 }
Point { x: 863, y: 473 }
Point { x: 527, y: 742 }
Point { x: 331, y: 930 }
Point { x: 789, y: 325 }
Point { x: 695, y: 425 }
Point { x: 455, y: 335 }
Point { x: 337, y: 545 }
Point { x: 392, y: 583 }
Point { x: 810, y: 961 }
Point { x: 527, y: 714 }
Point { x: 350, y: 714 }
Point { x: 546, y: 549 }
Point { x: 652, y: 212 }
Point { x: 527, y: 212 }
Point { x: 468, y: 861 }
Point { x: 863, y: 591 }
Point { x: 789, y: 377 }
Point { x: 320, y: 526 }
Point { x: 188, y: 583 }
Point { x: 863, y: 738 }
Point { x: 879, y: 213 }
Point { x: 672, y: 537 }
Point { x: 542, y: 745 }
Point { x: 863, y: 726 }
Point { x: 474, y: 335 }
Point { x: 410, y: 545 }
Point { x: 789, y: 338 }
Point { x: 468, y: 552 }
Point { x: 245, y: 736 }
Point { x: 438, y: 790 }
Point { x: 213, y: 268 }
Point { x: 686, y: 114 }
Point { x: 200, y: 506 }
Point { x: 468, y: 659 }
Point { x: 301, y: 794 }
Point { x: 290, y: 597 }
Point { x: 863, y: 857 }
Point { x: 225, y: 549 }
Point { x: 325, y: 930 }
Point { x: 392, y: 508 }
Point { x: 863, y: 824 }
Point { x: 789, y: 275 }
Point { x: 440, y: 549 }
Point { x: 335, y: 508 }
Point { x: 865, y: 489 }
Point { x: 789, y: 349 }
Point { x: 279, y: 930 }
Point { x: 438, y: 589 }
Point { x: 558, y: 508 }
Point { x: 863, y: 716 }
Point { x: 582, y: 598 }
Point { x: 508, y: 292 }
Point { x: 753, y: 458 }
Point { x: 275, y: 736 }
Point { x: 624, y: 101 }
Point { x: 194, y: 151 }
Point { x: 592, y: 513 }
Point { x: 438, y: 446 }
Point { x: 436, y: 537 }
Point { x: 312, y: 146 }
Point { x: 863, y: 552 }
Point { x: 468, y: 545 }
Point { x: 335, y: 461 }
Point { x: 357, y: 930 }
Point { x: 468, y: 846 }
Point { x: 789, y: 299 }
Point { x: 469, y: 930 }
Point { x: 789, y: 438 }
Point { x: 468, y: 735 }
Point { x: 711, y: 760 }
Point { x: 863, y: 683 }
Point { x: 242, y: 741 }
Point { x: 215, y: 370 }
Point { x: 863, y: 905 }
Point { x: 770, y: 114 }
Point { x: 245, y: 800 }
Point { x: 535, y: 383 }
Point { x: 610, y: 583 }
Point { x: 515, y: 292 }
Point { x: 337, y: 768 }
Point { x: 335, y: 198 }
Point { x: 302, y: 743 }
Point { x: 536, y: 862 }
Point { x: 386, y: 335 }
Point { x: 411, y: 335 }
Point { x: 863, y: 920 }
Point { x: 789, y: 197 }
Point { x: 468, y: 847 }
Point { x: 328, y: 370 }
Point { x: 213, y: 242 }
Point { x: 126, y: 310 }
Point { x: 963, y: 538 }
Point { x: 337, y: 533 }
Point { x: 532, y: 699 }
Point { x: 561, y: 598 }
Point { x: 863, y: 514 }
Point { x: 250, y: 333 }
Point { x: 773, y: 961 }
Point { x: 437, y: 417 }
Point { x: 322, y: 697 }
Point { x: 406, y: 425 }
Point { x: 468, y: 797 }
Point { x: 186, y: 598 }
Point { x: 863, y: 669 }
Point { x: 438, y: 417 }
Point { x: 789, y: 486 }
Point { x: 322, y: 583 }
Point { x: 465, y: 930 }
Point { x: 711, y: 550 }
Point { x: 242, y: 742 }
Point { x: 320, y: 370 }
Point { x: 789, y: 443 }
Point { x: 446, y: 335 }
Point { x: 863, y: 577 }
Point { x: 789, y: 458 }
Point { x: 298, y: 508 }
Point { x: 613, y: 583 }
Point { x: 312, y: 370 }
Point { x: 863, y: 515 }
Point { x: 863, y: 676 }
Point { x: 694, y: 961 }
Point { x: 675, y: 114 }
Point { x: 194, y: 533 }
Point { x: 296, y: 546 }
Point { x: 468, y: 626 }
Point { x: 789, y: 499 }
Point { x: 286, y: 947 }
Point { x: 546, y: 745 }
Point { x: 354, y: 930 }
Point { x: 515, y: 369 }
Point { x: 789, y: 185 }
Point { x: 440, y: 697 }
Point { x: 194, y: 546 }
Point { x: 618, y: 425 }
Point { x: 583, y: 537 }
Point { x: 463, y: 930 }
Point { x: 624, y: 254 }
Point { x: 717, y: 790 }
Point { x: 266, y: 930 }
Point { x: 438, y: 370 }
Point { x: 438, y: 369 }
Point { x: 546, y: 294 }
Point { x: 583, y: 699 }
Point { x: 290, y: 673 }
Point { x: 982, y: 714 }
Point { x: 138, y: 275 }
Point { x: 508, y: 370 }
Point { x: 337, y: 370 }
Point { x: 281, y: 930 }
Point { x: 410, y: 549 }
Point { x: 707, y: 417 }
Point { x: 259, y: 798 }
Point { x: 494, y: 335 }
Point { x: 240, y: 930 }
Point { x: 213, y: 626 }
Point { x: 613, y: 550 }
Point { x: 438, y: 198 }
Point { x: 392, y: 533 }
Point { x: 789, y: 182 }
Point { x: 798, y: 254 }
Point { x: 789, y: 501 }
Point { x: 624, y: 417 }
Point { x: 468, y: 530 }
Point { x: 854, y: 928 }
Point { x: 863, y: 833 }
Point { x: 322, y: 691 }
Point { x: 865, y: 115 }
Point { x: 379, y: 930 }
Point { x: 863, y: 865 }
Point { x: 863, y: 849 }
Point { x: 572, y: 930 }
Point { x: 290, y: 714 }
Point { x: 439, y: 366 }
Point { x: 440, y: 790 }
Point { x: 863, y: 556 }
Point { x: 464, y: 335 }
Point { x: 594, y: 425 }
Point { x: 164, y: 275 }
Point { x: 304, y: 930 }
Point { x: 789, y: 426 }
Point { x: 188, y: 626 }
Point { x: 863, y: 908 }
Point { x: 815, y: 961 }
Point { x: 548, y: 383 }
Point { x: 322, y: 602 }
Point { x: 789, y: 272 }
Point { x: 138, y: 697 }
Point { x: 872, y: 673 }
Point { x: 693, y: 884 }
Point { x: 863, y: 588 }
Point { x: 558, y: 545 }
Point { x: 924, y: 714 }
Point { x: 468, y: 792 }
Point { x: 780, y: 961 }
Point { x: 508, y: 357 }
Point { x: 234, y: 798 }
Point { x: 514, y: 417 }
Point { x: 586, y: 383 }
Point { x: 138, y: 603 }
Point { x: 468, y: 880 }
Point { x: 414, y: 383 }
Point { x: 820, y: 73 }
Point { x: 152, y: 268 }
Point { x: 392, y: 550 }
Point { x: 164, y: 310 }
Point { x: 816, y: 673 }
Point { x: 863, y: 698 }
Point { x: 789, y: 361 }
Point { x: 789, y: 236 }
Point { x: 468, y: 834 }
Point { x: 613, y: 868 }
Point { x: 468, y: 865 }
Point { x: 667, y: 930 }
Point { x: 401, y: 714 }
Point { x: 674, y: 459 }
Point { x: 696, y: 254 }
Point { x: 468, y: 556 }
Point { x: 468, y: 703 }
Point { x: 863, y: 592 }
Point { x: 431, y: 101 }
Point { x: 471, y: 930 }
Point { x: 675, y: 930 }
Point { x: 335, y: 602 }
Point { x: 200, y: 275 }
Point { x: 302, y: 697 }
Point { x: 468, y: 553 }
Point { x: 429, y: 697 }
Point { x: 614, y: 930 }
Point { x: 152, y: 598 }
Point { x: 591, y: 930 }
Point { x: 789, y: 482 }
Point { x: 468, y: 873 }
Point { x: 687, y: 790 }
Point { x: 816, y: 699 }
Point { x: 789, y: 224 }
Point { x: 789, y: 281 }
Point { x: 641, y: 930 }
Point { x: 468, y: 533 }
Point { x: 444, y: 335 }
Point { x: 337, y: 417 }
Point { x: 652, y: 254 }
Point { x: 615, y: 930 }
Point { x: 770, y: 212 }
Point { x: 267, y: 533 }
Point { x: 369, y: 930 }
Point { x: 245, y: 697 }
Point { x: 594, y: 930 }
Point { x: 422, y: 335 }
Point { x: 824, y: 714 }
Point { x: 242, y: 335 }
Point { x: 865, y: 400 }
Point { x: 437, y: 254 }
Point { x: 515, y: 699 }
Point { x: 536, y: 768 }
Point { x: 279, y: 508 }
Point { x: 437, y: 425 }
Point { x: 695, y: 180 }
Point { x: 322, y: 370 }
Point { x: 188, y: 242 }
Point { x: 610, y: 242 }
Point { x: 515, y: 537 }
Point { x: 617, y: 417 }
Point { x: 863, y: 887 }
Point { x: 558, y: 699 }
Point { x: 192, y: 549 }
Point { x: 335, y: 597 }
Point { x: 617, y: 425 }
Point { x: 337, y: 333 }
Point { x: 410, y: 603 }
Point { x: 652, y: 180 }
Point { x: 450, y: 335 }
Point { x: 281, y: 254 }
Point { x: 709, y: 550 }
Point { x: 963, y: 542 }
Point { x: 250, y: 335 }
Point { x: 468, y: 572 }
Point { x: 242, y: 736 }
Point { x: 943, y: 458 }
Point { x: 57, y: 546 }
Point { x: 666, y: 930 }
Point { x: 322, y: 417 }
Point { x: 558, y: 537 }
Point { x: 225, y: 597 }
Point { x: 123, y: 557 }
Point { x: 963, y: 556 }
Point { x: 536, y: 816 }
Point { x: 863, y: 542 }
Point { x: 624, y: 369 }
Point { x: 514, y: 370 }
Point { x: 301, y: 741 }
Point { x: 561, y: 304 }
Point { x: 445, y: 335 }
Point { x: 188, y: 598 }
Point { x: 412, y: 335 }
Point { x: 57, y: 242 }
Point { x: 234, y: 333 }
Point { x: 789, y: 406 }
Point { x: 322, y: 598 }
Point { x: 468, y: 807 }
Point { x: 863, y: 540 }
Point { x: 350, y: 691 }
Point { x: 119, y: 201 }
Point { x: 468, y: 714 }
Point { x: 962, y: 322 }
Point { x: 522, y: 930 }
Point { x: 863, y: 684 }
Point { x: 123, y: 533 }
Point { x: 789, y: 219 }
Point { x: 546, y: 683 }
Point { x: 789, y: 340 }
Point { x: 302, y: 745 }
Point { x: 133, y: 697 }
Point { x: 377, y: 930 }
Point { x: 613, y: 459 }
Point { x: 293, y: 930 }
Point { x: 789, y: 198 }
Point { x: 566, y: 383 }
Point { x: 440, y: 673 }
Point { x: 863, y: 888 }
Point { x: 515, y: 459 }
Point { x: 594, y: 417 }
Point { x: 468, y: 702 }
Point { x: 863, y: 856 }
Point { x: 443, y: 930 }
Point { x: 567, y: 930 }
Point { x: 789, y: 209 }
Point { x: 475, y: 930 }
Point { x: 325, y: 508 }
Point { x: 532, y: 742 }
Point { x: 517, y: 550 }
Point { x: 793, y: 961 }
Point { x: 508, y: 545 }
Point { x: 200, y: 136 }
Point { x: 744, y: 961 }
Point { x: 774, y: 425 }
Point { x: 192, y: 741 }
Point { x: 328, y: 335 }
Point { x: 591, y: 383 }
Point { x: 863, y: 609 }
Point { x: 499, y: 930 }
Point { x: 618, y: 488 }
Point { x: 863, y: 568 }
Point { x: 188, y: 736 }
Point { x: 863, y: 636 }
Point { x: 863, y: 895 }
Point { x: 863, y: 935 }
Point { x: 440, y: 526 }
Point { x: 136, y: 862 }
Point { x: 863, y: 686 }
Point { x: 740, y: 961 }
Point { x: 770, y: 172 }
Point { x: 789, y: 440 }
Point { x: 215, y: 242 }
Point { x: 468, y: 870 }
Point { x: 863, y: 648 }
Point { x: 392, y: 768 }
Point { x: 245, y: 598 }
Point { x: 608, y: 930 }
Point { x: 500, y: 930 }
Point { x: 863, y: 492 }
Point { x: 316, y: 151 }
Point { x: 476, y: 930 }
Point { x: 111, y: 275 }
Point { x: 865, y: 191 }
Point { x: 196, y: 394 }
Point { x: 787, y: 961 }
Point { x: 674, y: 425 }
Point { x: 547, y: 930 }
Point { x: 401, y: 930 }
Point { x: 468, y: 746 }
Point { x: 438, y: 201 }
Point { x: 863, y: 733 }
Point { x: 761, y: 583 }
Point { x: 695, y: 583 }
Point { x: 563, y: 930 }
Point { x: 213, y: 533 }
Point { x: 653, y: 673 }
Point { x: 468, y: 818 }
Point { x: 546, y: 383 }
Point { x: 789, y: 263 }
Point { x: 596, y: 930 }
Point { x: 579, y: 930 }
Point { x: 123, y: 768 }
Point { x: 290, y: 745 }
Point { x: 452, y: 930 }
Point { x: 689, y: 930 }
Point { x: 468, y: 862 }
Point { x: 603, y: 383 }
Point { x: 879, y: 420 }
Point { x: 337, y: 742 }
Point { x: 618, y: 492 }
Point { x: 816, y: 489 }
Point { x: 468, y: 582 }
Point { x: 353, y: 461 }
Point { x: 126, y: 673 }
Point { x: 953, y: 816 }
Point { x: 672, y: 714 }
Point { x: 863, y: 780 }
Point { x: 527, y: 459 }
Point { x: 275, y: 745 }
Point { x: 262, y: 745 }
Point { x: 468, y: 891 }
Point { x: 133, y: 546 }
Point { x: 434, y: 930 }
Point { x: 863, y: 711 }
Point { x: 457, y: 930 }
Point { x: 701, y: 930 }
Point { x: 410, y: 637 }
Point { x: 536, y: 598 }
Point { x: 582, y: 745 }
Point { x: 302, y: 798 }
Point { x: 536, y: 787 }
Point { x: 440, y: 602 }
Point { x: 963, y: 562 }
Point { x: 250, y: 370 }
Point { x: 863, y: 500 }
Point { x: 255, y: 146 }
Point { x: 302, y: 742 }
Point { x: 213, y: 293 }
Point { x: 138, y: 768 }
Point { x: 275, y: 598 }
Point { x: 517, y: 598 }
Point { x: 672, y: 760 }
Point { x: 468, y: 743 }
Point { x: 789, y: 366 }
Point { x: 353, y: 232 }
Point { x: 415, y: 930 }
Point { x: 592, y: 459 }
Point { x: 789, y: 217 }
Point { x: 505, y: 930 }
Point { x: 695, y: 507 }
Point { x: 468, y: 811 }
Point { x: 741, y: 217 }
Point { x: 468, y: 788 }
Point { x: 477, y: 335 }
Point { x: 789, y: 326 }
Point { x: 468, y: 616 }
Point { x: 428, y: 335 }
Point { x: 515, y: 508 }
Point { x: 518, y: 383 }
Point { x: 863, y: 689 }
Point { x: 701, y: 961 }
Point { x: 438, y: 816 }
Point { x: 723, y: 961 }
Point { x: 863, y: 768 }
Point { x: 318, y: 930 }
Point { x: 468, y: 727 }
Point { x: 322, y: 545 }
Point { x: 863, y: 532 }
Point { x: 925, y: 836 }
Point { x: 789, y: 227 }
Point { x: 290, y: 823 }
Point { x: 334, y: 930 }
Point { x: 588, y: 930 }
Point { x: 645, y: 930 }
Point { x: 328, y: 598 }
Point { x: 421, y: 930 }
Point { x: 879, y: 868 }
Point { x: 582, y: 699 }
Point { x: 440, y: 800 }
Point { x: 770, y: 357 }
Point { x: 468, y: 793 }
Point { x: 789, y: 215 }
Point { x: 356, y: 417 }
Point { x: 468, y: 833 }
Point { x: 325, y: 598 }
Point { x: 196, y: 603 }
Point { x: 271, y: 158 }
Point { x: 863, y: 526 }
Point { x: 803, y: 961 }
Point { x: 152, y: 741 }
Point { x: 754, y: 961 }
Point { x: 188, y: 293 }
Point { x: 515, y: 383 }
Point { x: 674, y: 254 }
Point { x: 234, y: 583 }
Point { x: 468, y: 773 }
Point { x: 245, y: 549 }
Point { x: 653, y: 930 }
Point { x: 363, y: 545 }
Point { x: 468, y: 845 }
Point { x: 863, y: 836 }
Point { x: 770, y: 458 }
Point { x: 696, y: 294 }
Point { x: 865, y: 816 }
Point { x: 468, y: 876 }
Point { x: 789, y: 294 }
Point { x: 337, y: 549 }
Point { x: 508, y: 254 }
Point { x: 576, y: 365 }
Point { x: 164, y: 546 }
Point { x: 863, y: 782 }
Point { x: 558, y: 745 }
Point { x: 94, y: 789 }
Point { x: 112, y: 868 }
Point { x: 138, y: 597 }
Point { x: 507, y: 335 }
Point { x: 290, y: 598 }
Point { x: 789, y: 333 }
Point { x: 674, y: 369 }
Point { x: 863, y: 938 }
Point { x: 696, y: 961 }
Point { x: 432, y: 930 }
Point { x: 94, y: 868 }
Point { x: 79, y: 673 }
Point { x: 200, y: 109 }
Point { x: 126, y: 597 }
Point { x: 468, y: 564 }
Point { x: 789, y: 167 }
Point { x: 136, y: 859 }
Point { x: 275, y: 823 }
Point { x: 242, y: 930 }
Point { x: 337, y: 736 }
Point { x: 746, y: 961 }
Point { x: 225, y: 394 }
Point { x: 468, y: 661 }
Point { x: 389, y: 461 }
Point { x: 300, y: 930 }
Point { x: 486, y: 930 }
Point { x: 401, y: 736 }
Point { x: 309, y: 930 }
Point { x: 527, y: 357 }
Point { x: 863, y: 858 }
Point { x: 335, y: 242 }
Point { x: 703, y: 930 }
Point { x: 536, y: 741 }
Point { x: 351, y: 294 }
Point { x: 820, y: 69 }
Point { x: 94, y: 597 }
Point { x: 325, y: 597 }
Point { x: 323, y: 201 }
